movieId,title,genres,release_year
8743,Biggles,"adventure, fantasy, sci-fi",1986
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani)",comedy,1963
8753,Unprecedented: The 2000 Presidential Election,documentary,2002
8754,"Prime of Miss Jean Brodie, The",drama,1969
8755,My Voyage to Italy (Il mio viaggio in Italia),documentary,1999
8771,Sherlock Holmes: Terror by Night,"crime, mystery, thriller",1946
8772,"Spy Who Came in from the Cold, The","drama, thriller",1965
8773,Sherlock Holmes and the Secret Weapon,"crime, mystery, thriller",1942
8774,Sherlock Holmes: The Woman in Green,mystery,1945
8778,Sherlock Holmes: Dressed to Kill,"crime, mystery",1946
8782,Thunderbirds,"action, adventure, fantasy, sci-fi",2004
8783,"Village, The","drama, mystery, thriller",2004
8784,Garden State,"comedy, drama, romance",2004
8795,Musa the Warrior (Musa),"action, adventure, drama, war",2001
8796,"Funny Thing Happened on the Way to the Forum, A","comedy, musical",1966
8798,Collateral,"action, crime, drama, thriller",2004
8799,Little Black Book,"comedy, romance",2004
8800,Code 46,"romance, sci-fi",2003
8804,"Story of Women (Affaire de femmes, Une)",drama,1988
8807,Harold and Kumar Go to White Castle,"adventure, comedy",2004
8808,"Princess Diaries 2: Royal Engagement, The","comedy, romance",2004
8809,Danny Deckchair,"comedy, romance",2003
8810,AVP: Alien vs. Predator,"action, horror, sci-fi, thriller",2004
8813,We Don't Live Here Anymore,drama,2004
8814,Without a Paddle,comedy,2004
8815,Exorcist: The Beginning,"horror, thriller",2004
8827,"Bill Cosby, Himself","comedy, documentary",1983
8830,Anacondas: The Hunt for the Blood Orchid,"adventure, drama, horror, sci-fi, thriller",2004
8831,Suspect Zero,"crime, thriller",2004
8832,Warriors of Heaven and Earth (Tian di ying xiong),"action, adventure, drama",2003
8833,Vanity Fair,"drama, romance",2004
8835,Paparazzi,"drama, thriller",2004
8836,Wicker Park,"drama, romance, thriller",2004
8838,Alice Doesn't Live Here Anymore,"drama, romance",1974
8840,Who's That Knocking at My Door?,drama,1967
8844,Camera Buff (Amator),drama,1979
8848,"Vitelloni, I (a.k.a. The Young and the Passionate)",drama,1953
8860,Cellular,"action, crime, drama, mystery, thriller",2004
8861,Resident Evil: Apocalypse,"action, horror, sci-fi, thriller",2004
8864,Mr. 3000,"comedy, drama",2004
8865,Sky Captain and the World of Tomorrow,"action, adventure, sci-fi",2004
8866,Wimbledon,"comedy, romance",2004
8869,First Daughter,"comedy, romance",2004
8870,"Forgotten, The","drama, mystery, sci-fi, thriller",2004
8873,"Motorcycle Diaries, The (Diarios de motocicleta)","adventure, drama",2004
8874,Shaun of the Dead,"comedy, horror",2004
8875,"Come Back, Little Sheba",drama,1952
8879,Murder on the Orient Express,"crime, mystery, thriller",1974
8880,Mask,drama,1985
8894,Orca: The Killer Whale,"action, drama, horror, thriller",1977
8905,1492: Conquest of Paradise,"adventure, drama",1992
8906,Cannibal Holocaust,horror,1980
8907,Shark Tale,"animation, children, comedy",2004
8908,Ladder 49,"action, drama, thriller",2004
8910,I Heart Huckabees,comedy,2004
8911,Raise Your Voice,romance,2004
8914,Primer,"drama, sci-fi",2004
8915,Stage Beauty,drama,2004
8916,Shall We Dance?,"comedy, romance",2004
8917,Team America: World Police,"action, adventure, animation, comedy",2004
8918,Eulogy,"comedy, crime, drama",2004
8919,P.S.,"comedy, drama, fantasy, romance",2004
8920,"Country Girl, The",drama,1954
8921,"Rose Tattoo, The","drama, romance",1955
8928,"Fearless Vampire Killers, The","comedy, horror",1967
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le)","comedy, drama",1986
8934,Bebe's Kids,"animation, children, comedy",1992
8937,Friday Night Lights,"action, drama",2004
8938,Tarnation,documentary,2003
8939,"Final Cut, The","sci-fi, thriller",2004
8943,Being Julia,"comedy, drama",2004
8946,Surviving Christmas,comedy,2004
8947,"Grudge, The","horror, mystery, thriller",2004
8949,Sideways,"comedy, drama, romance",2004
8950,The Machinist,"drama, mystery, thriller",2004
8951,Vera Drake,drama,2004
8952,Falling Angels,drama,2003
8954,Lightning in a Bottle,documentary,2004
8955,Undertow,"crime, drama, thriller",2004
8957,Saw,"horror, mystery, thriller",2004
8958,Ray,drama,2004
8959,Birth,"drama, mystery",2004
8961,"Incredibles, The","action, adventure, animation, children, comedy",2004
8964,Callas Forever,drama,2002
8965,"Polar Express, The","adventure, animation, children, fantasy, imax",2004
8966,Kinsey,drama,2004
8967,Seed of Chucky (Child's Play 5),"comedy, horror",2004
8968,After the Sunset,"action, adventure, comedy, crime, thriller",2004
8969,Bridget Jones: The Edge of Reason,"comedy, drama, romance",2004
8970,Finding Neverland,drama,2004
8972,National Treasure,"action, adventure, drama, mystery, thriller",2004
8973,Bad Education (La mala educación),"drama, thriller",2004
8974,"SpongeBob SquarePants Movie, The","adventure, animation, children, comedy",2004
8977,Alexander,"action, adventure, drama, war",2004
8978,Christmas with the Kranks,"children, comedy",2004
8979,Guerrilla: The Taking of Patty Hearst,documentary,2004
8981,Closer,"drama, romance",2004
8982,I Am David,drama,2003
8983,House of Flying Daggers (Shi mian mai fu),"action, drama, romance",2004
8984,Ocean's Twelve,"action, comedy, crime, thriller",2004
8985,Blade: Trinity,"action, fantasy, horror, thriller",2004
8987,Bush's Brain,documentary,2004
8989,Damn Yankees!,"comedy, musical",1958
8998,That's Entertainment,documentary,1974
9004,D.A.R.Y.L.,"adventure, children, sci-fi",1985
9005,Fire in the Sky,"drama, mystery, sci-fi",1993
9008,"Invisible Man Returns, The","horror, sci-fi",1940
9010,Love Me If You Dare (Jeux d'enfants),"drama, romance",2003
9018,Control Room,"documentary, war",2004
25750,Sherlock Jr.,"comedy, fantasy, romance",1924
25753,Greed,drama,1924
25757,"Jazz Singer, The","drama, musical, romance",1927
25769,"Steamboat Bill, Jr.","comedy, romance",1928
25771,"Andalusian Dog, An (Chien andalou, Un)",fantasy,1929
25773,Little Caesar,"crime, drama",1931
25782,Boudu Saved From Drowning (Boudu sauvé des eaux),comedy,1932
25795,Dinner at Eight,"comedy, drama, romance",1933
25797,Gold Diggers of 1933,musical,1933
25805,"Atalante, L'","comedy, drama, romance",1934
25825,Fury,"drama, film-noir",1936
25826,Libeled Lady,"comedy, romance",1936
25827,Mr. Deeds Goes to Town,"comedy, romance",1936
25833,Camille,"drama, romance",1936
25834,Captains Courageous,"adventure, drama",1937
25841,Stage Door,drama,1937
25850,Holiday,"comedy, drama, romance",1938
25865,"Letter, The","drama, film-noir",1940
25870,Here Comes Mr. Jordan,"comedy, fantasy, romance",1941
25886,Random Harvest,"drama, romance",1942
25887,Tales of Manhattan,"comedy, drama",1942
25898,Day of Wrath (Vredens dag),drama,1943
25905,"Miracle of Morgan's Creek, The","comedy, romance",1944
25906,Mr. Skeffington,"drama, romance",1944
25927,"Stranger, The","drama, film-noir, thriller",1946
25937,Easter Parade,"musical, romance",1948
25940,"Lady from Shanghai, The","drama, film-noir, mystery",1947
25947,Unfaithfully Yours,comedy,1948
25952,"Letter to Three Wives, A","comedy, drama",1949
25959,Annie Get Your Gun,"comedy, musical, romance, western",1950
25963,"Young and the Damned, The (Olvidados, Los)","crime, drama",1950
25999,The Wild One,drama,1953
26002,Confidential Report,"crime, drama, mystery, thriller",1955
26003,Night and Fog (Nuit et brouillard),"crime, documentary, war",1955
26038,Teacher's Pet,"comedy, romance",1958
26048,"Human Condition II, The (Ningen no joken II)","drama, war",1959
26052,Pickpocket,"crime, drama",1959
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),drama,1960
26073,"Human Condition III, The (Ningen no joken III)","drama, war",1961
26078,Advise and Consent,drama,1962
26082,Harakiri (Seppuku),drama,1962
26084,"Music Man, The","children, comedy, musical, romance",1962
26095,"Carabineers, The (Carabiniers, Les)","comedy, drama, war",1963
26116,"Hush... Hush, Sweet Charlotte","horror, thriller",1964
26122,Onibaba,"drama, horror, war",1964
26124,Robinson Crusoe on Mars,sci-fi,1964
26131,"Battle of Algiers, The (La battaglia di Algeri)","drama, war",1966
26133,"Charlie Brown Christmas, A","animation, children, comedy",1965
26142,Major Dundee,"adventure, war, western",1965
26147,"Thousand Clowns, A","comedy, drama, romance",1965
26150,Andrei Rublev (Andrey Rublyov),"drama, war",1969
26151,Au Hasard Balthazar,"crime, drama",1966
26158,Closely Watched Trains (Ostre sledované vlaky),"comedy, drama, war",1966
26159,Tokyo Drifter (Tôkyô nagaremono),"action, crime, drama",1966
26169,Branded to Kill (Koroshi no rakuin),"action, crime, drama",1967
26171,Play Time (a.k.a. Playtime),comedy,1967
26172,Point Blank,"action, crime, drama, thriller",1967
26176,Titicut Follies,"documentary, drama",1967
26183,Asterix and Cleopatra (Astérix et Cléopâtre),"action, adventure, animation, children, comedy",1968
26184,"Diamond Arm, The (Brilliantovaya ruka)","action, adventure, comedy, crime, thriller",1968
26195,Sympathy for the Devil,"documentary, musical",1968
26198,"Yours, Mine and Ours","children, comedy",1968
26225,"Claire's Knee (Genou de Claire, Le)","comedy, romance",1970
26231,Performance,"crime, drama, thriller",1970
26236,"White Sun of the Desert, The (Beloe solntse pustyni)","action, adventure, comedy, drama, romance, war",1970
26237,Zabriskie Point,"drama, romance",1970
26242,Duel,"action, mystery, thriller",1971
26249,They Call Me Trinity,"comedy, western",1971
26258,"Topo, El","fantasy, western",1970
26265,Dr. Phibes Rises Again,"adventure, comedy, horror, romance",1972
26283,Charley Varrick,"crime, drama, thriller",1973
26285,Dark Star,"comedy, sci-fi, thriller",1974
26303,Sisters,"horror, thriller",1973
26308,Turkish Delight (Turks fruit),"drama, romance",1973
26313,California Split,"comedy, drama",1974
26317,Emmanuelle,"drama, romance",1974
26326,"Holy Mountain, The (Montaña sagrada, La)",drama,1973
26340,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix)","action, adventure, animation, children, comedy, fantasy",1976
26344,French Connection II,"action, crime, drama, thriller",1975
26347,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)","comedy, drama, romance",1975
26350,"Passenger, The (Professione: reporter)",drama,1975
26357,Trilogy of Terror,"horror, thriller",1975
26359,1900 (Novecento),"drama, war",1976
26365,Futureworld,"sci-fi, thriller",1976
26366,Harlan County U.S.A.,documentary,1976
26375,Silver Streak,"action, comedy, crime",1976
26386,High Anxiety,"comedy, thriller",1977
26391,"New York, New York","drama, musical, romance",1977
26394,"Turning Point, The","drama, romance",1977
26399,Five Deadly Venoms,action,1978
26401,Last Hurrah for Chivalry (Hao xia),"action, drama",1979
26409,"Clonus Horror, The","horror, sci-fi",1979
26413,Snake in the Eagle's Shadow (Se ying diu sau),"action, comedy",1978
26422,Hair,"comedy, drama, musical",1979
26429,Love at First Bite,"comedy, horror, romance",1979
26444,"Hitch Hikers Guide to the Galaxy, The","adventure, comedy, sci-fi",1981
26453,Smiley's People,"drama, mystery",1982
26464,Blue Thunder,"action, crime, drama",1983
26467,"Day After, The","drama, sci-fi",1983
26471,Eddie Murphy Delirious,"comedy, documentary",1983
26472,"Norte, El","adventure, drama",1984
26492,Twilight Zone: The Movie,"fantasy, horror, sci-fi, thriller",1983
26498,Boy Meets Girl,drama,1984
26504,Cloak & Dagger,"action, adventure, children, crime, mystery, thriller",1984
26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)","adventure, children, fantasy, sci-fi",1984
26523,"Silent Night, Deadly Night","horror, thriller",1984
26524,"Times of Harvey Milk, The",documentary,1984
26527,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!),"comedy, drama",1984
26528,Anne of Green Gables,"children, drama",1985
26539,Death of a Salesman,drama,1985
26542,Ewoks: The Battle for Endor,"adventure, children, fantasy, sci-fi",1985
26547,Police Story (Ging chaat goo si),"action, comedy, crime, thriller",1985
26554,"Quiet Earth, The","drama, mystery, sci-fi",1985
26555,Spies Like Us,comedy,1985
26562,White Nights,drama,1985
26564,'Round Midnight,"drama, musical",1986
26567,Club Paradise,comedy,1986
26578,"Sacrifice, The (Offret - Sacraficatio)",drama,1986
26585,"Better Tomorrow, A (Ying hung boon sik)","crime, drama, thriller",1986
26587,"Decalogue, The (Dekalog)","crime, drama, romance",1989
26590,G.I. Joe: The Movie,"action, adventure, animation, children, fantasy, sci-fi",1987
26593,Hell Comes to Frogtown,"action, comedy, sci-fi",1988
26599,"Law of Desire (Ley del deseo, La)","comedy, drama, romance",1987
26603,Prince of Darkness,"fantasy, horror, sci-fi, thriller",1987
26606,"Chinese Ghost Story, A (Sinnui yauwan)","action, fantasy, horror, romance",1987
26612,"Better Tomorrow II, A (Ying hung boon sik II)","crime, drama, thriller",1987
26622,Dominick and Eugene,drama,1988
26629,Killer Klowns from Outer Space,"comedy, horror, sci-fi",1988
26630,Moonwalker,musical,1988
26631,Alice (Neco z Alenky),"animation, fantasy, mystery",1988
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille),comedy,1988
26649,Lonesome Dove,"adventure, drama, western",1989
26662,Kiki's Delivery Service (Majo no takkyûbin),"adventure, animation, children, drama, fantasy",1989
26676,Almost an Angel,comedy,1990
26680,Cry-Baby,"comedy, musical, romance",1990
26681,Bullet in the Head,"action, drama, war",1990
26686,Ghost Dad,"comedy, fantasy",1990
26693,It,"drama, fantasy, horror, mystery, thriller",1990
26694,Ju Dou,drama,1990
26695,"Krays, The",drama,1990
26696,Lionheart,action,1990
26700,Nuns on the Run,"comedy, crime",1990
26701,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie),"action, animation, crime, drama, film-noir, mystery, sci-fi, thriller",1989
26704,State of Grace,"crime, drama, thriller",1990
26712,35 Up,documentary,1991
26713,Days of Being Wild (A Fei jingjyuhn),"drama, romance",1990
26717,Begotten,"drama, horror",1990
26726,Dutch,comedy,1991
26729,Hearts of Darkness: A Filmmakers Apocalypse,documentary,1991
26732,Johnny Stecchino,comedy,1991
26736,Riki-Oh: The Story of Ricky (Lik Wong),"action, crime, thriller",1991
26741,Mannequin 2: On the Move,"comedy, fantasy, romance",1991
26743,Only Yesterday (Omohide poro poro),"animation, drama",1991
26745,Other People's Money,"comedy, drama, romance",1991
26750,Quigley Down Under,"adventure, drama, western",1990
26761,Prime Suspect 2,"crime, drama, mystery, romance, thriller",1992
26764,Captain America,"action, fantasy, sci-fi, thriller, war",1990
26765,City Hunter (Sing si lip yan),"action, comedy, romance",1993
26776,Porco Rosso (Crimson Pig) (Kurenai no buta),"adventure, animation, comedy, fantasy, romance",1992
26777,"Stolen Children (Ladro di bambini, Il)",drama,1992
26778,Ladybugs,comedy,1992
26782,"Mambo Kings, The","drama, musical",1992
26791,Shining Through,"drama, romance, thriller, war",1992
26792,Sidekicks,"action, adventure, children, comedy",1992
26796,"Heart in Winter, A (Un coeur en hiver)","drama, romance",1992
26797,Visions of Light: The Art of Cinematography,documentary,1992
26810,Bad Boy Bubby,drama,1993
26812,Barbarians at the Gate,drama,1993
26819,Fortress,"action, sci-fi",1992
26828,Mr. Nanny,"action, children, comedy",1993
26838,"Snapper, The","comedy, drama",1993
26840,Sonatine (Sonachine),"action, comedy, crime, drama",1993
26849,"Stand, The","adventure, drama, fantasy, horror, sci-fi",1994
26854,"Darkman II: Return of Durant, The","action, crime, horror",1995
26861,Freaked,"comedy, sci-fi",1993
26865,Fist of Legend (Jing wu ying xiong),"action, drama",1994
26870,Major League II,comedy,1994
26871,My Father the Hero,"comedy, romance",1994
26875,"Pure Formality, A (Pura formalità, Una)","crime, film-noir, mystery, thriller",1994
26887,"Langoliers, The","drama, fantasy, horror, mystery, sci-fi, thriller",1995
26900,"Last Wedding, The (Kivenpyörittäjän kylä)","comedy, drama",1995
26901,Last of the Dogmen,"adventure, western",1995
26903,Whisper of the Heart (Mimi wo sumaseba),"animation, drama, romance",1995
26913,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban),"action, animation",1994
26928,"Summer's Tale, A (Conte d'été)","comedy, drama, romance",1996
26940,"Late Shift, The",comedy,1996
26947,Pusher,"crime, thriller",1996
26965,"Boxer, The","drama, thriller",1997
26974,Gummo,drama,1997
26985,Nirvana,"action, sci-fi",1997
26999,"Lion King II: Simba's Pride, The","adventure, animation, children, musical, romance",1998
27002,From the Earth to the Moon,"action, documentary, drama, thriller",1998
27003,Beowulf,"action, horror, sci-fi",1999
27006,RKO 281,drama,1999
27008,From Dusk Till Dawn 2: Texas Blood Money,"comedy, crime, horror",1999
27020,Gia,"drama, romance",1998
27022,Thursday,"action, crime, thriller",1998
27032,Who Am I? (Wo shi shei),"action, adventure, comedy, sci-fi, thriller",1998
27036,Merlin,"action, adventure, drama, fantasy, romance",1998
27074,Brave New World,sci-fi,1998
27075,Addams Family Reunion,"children, comedy, fantasy",1998
27105,Purgatory,"fantasy, western",1999
27124,Bleeder,"drama, thriller",1999
27134,Dark Portals: The Chronicles of Vidocq  (Vidocq),"action, crime, fantasy",2001
27140,Candyman 3: Day of the Dead,horror,1999
27155,"Batman/Superman Movie, The","action, adventure, animation, children, fantasy, sci-fi",1998
27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)","action, animation, drama, fantasy, sci-fi",1997
27176,Style Wars,documentary,1983
27178,In July (Im Juli),"comedy, romance",2000
27186,Kirikou and the Sorceress (Kirikou et la sorcière),"adventure, animation, children, fantasy",1998
27193,Taxi 2,"action, comedy",2000
27246,If These Walls Could Talk 2,"drama, romance",2000
27251,"10th Kingdom, The","adventure, comedy, fantasy",2000
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord)",drama,1999
27266,2046,"drama, fantasy, romance, sci-fi",2004
27306,Bartleby,"comedy, drama",2001
27311,Batman Beyond: Return of the Joker,"action, animation, crime, sci-fi, thriller",2000
27317,Audition (Ôdishon),"drama, horror, mystery, romance, thriller",1999
27320,"Nine Lives of Tomas Katz, The","comedy, drama, fantasy",2000
27328,Monday,"action, comedy, crime, fantasy, thriller",2000
27329,Paradise Lost 2: Revelations,documentary,2000
27368,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre),"adventure, comedy, fantasy",2002
27369,Daria: Is It Fall Yet?,"animation, comedy",2000
27370,Late Night Shopping,comedy,2001
27373,61*,drama,2001
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA),"crime, drama, mystery, thriller, war",2000
27408,Ripley's Game,"drama, thriller",2002
27416,Jalla! Jalla!,"comedy, drama, romance",2000
27420,Teknolust,"comedy, drama, romance, sci-fi",2002
27426,"Accidental Spy, The (Dak miu mai shing)","action, comedy, thriller",2001
27434,Darkness,"horror, mystery",2002
27441,Blood: The Last Vampire,"action, animation, horror",2000
27450,Blueberry,"adventure, western",2004
27473,American Psycho II: All American Girl,"comedy, crime, horror, mystery, thriller",2002
27478,Ali G Indahouse,comedy,2002
27480,Dead or Alive 2: Tôbôsha,"action, crime, thriller",2000
27482,Cube 2: Hypercube,"horror, mystery, sci-fi",2002
27491,Pulse (Kairo),"horror, mystery, thriller",2001
27513,Dog Days (Hundstage),drama,2001
27523,My Sassy Girl (Yeopgijeogin geunyeo),"comedy, romance",2001
27537,Nothing,"comedy, fantasy, mystery, sci-fi",2003
27539,Undertaking Betty (Plots with a View),"comedy, romance",2002
27549,Dead or Alive: Final,"comedy, crime, drama, sci-fi, thriller",2002
27555,Fubar,comedy,2002
27563,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)","comedy, horror, musical",2001
27584,Dead End,"comedy, horror, mystery, thriller",2003
27592,Sympathy for Mr. Vengeance (Boksuneun naui geot),"crime, drama",2002
27595,Jesus Christ Vampire Hunter,"action, comedy, horror, musical",2001
27604,Suicide Club (Jisatsu saakuru),"horror, mystery, thriller",2001
27611,Battlestar Galactica,"drama, sci-fi, war",2003
27618,"Sound of Thunder, A","action, adventure, drama, sci-fi, thriller",2005
27619,"Lion King 1½, The","adventure, animation, children, comedy",2004
27627,Oasis,"drama, romance",2002
27644,Remember Me (Ricordati di me),"comedy, drama, romance",2003
27660,"Animatrix, The","action, animation, drama, sci-fi",2003
27664,"Brown Bunny, The",drama,2003
27667,Ju-on: The Curse,horror,2000
27674,11:14,"comedy, crime, drama, mystery, thriller",2003
27683,Tremors 4: The Legend Begins,"action, comedy, horror, sci-fi, thriller, western",2004
27685,Bring It On Again,comedy,2004
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les)","action, crime, thriller",2004
27692,And Starring Pancho Villa as Himself,"action, comedy, drama, war",2003
27695,Nicotina,"action, comedy, drama",2003
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),"action, drama, thriller, war",2003
27705,In Hell,"action, drama, thriller",2003
27706,Lemony Snicket's A Series of Unfortunate Events,"adventure, children, comedy, fantasy",2004
27708,Helen of Troy,"action, adventure, drama, romance",2003
27716,"Green Butchers, The (Grønne slagtere, De)","comedy, crime, drama, romance",2003
27721,"Very Long Engagement, A (Un long dimanche de fiançailles)","drama, mystery, romance, war",2004
27722,Last Life in the Universe (Ruang rak noi nid mahasan),"drama, romance",2003
27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu),"action, animation, drama, sci-fi, thriller",2004
27731,"Cat Returns, The (Neko no ongaeshi)","adventure, animation, children, fantasy",2002
27741,"Twilight Samurai, The (Tasogare Seibei)","drama, romance",2002
27744,"Facing Windows (Finestra di fronte, La)","drama, romance",2003
27746,Ginger Snaps: Unleashed,"horror, thriller",2004
27751,'Salem's Lot,"drama, horror, mystery, thriller",2004
27762,Comic Book: The Movie,comedy,2004
27768,Intimate Strangers (Confidences trop intimes),drama,2004
27769,Down to the Bone,drama,2004
27772,Ju-on: The Grudge,horror,2002
27773,Old Boy,"mystery, thriller",2003
27776,Red Lights (Feux rouges),drama,2004
27778,Ginger Snaps Back: The Beginning,"fantasy, horror",2004
27784,One Missed Call (Chakushin ari),"horror, mystery",2003
27788,"Jacket, The","drama, mystery, sci-fi, thriller",2005
27790,Millions,"children, comedy, crime, drama, fantasy",2004
27793,Starship Troopers 2: Hero of the Federation,"action, horror, sci-fi, war",2004
27801,Ong-Bak: The Thai Warrior (Ong Bak),"action, thriller",2003
27802,Infernal Affairs 2 (Mou gaan dou II),"action, crime, drama, thriller",2003
27803,"Sea Inside, The (Mar adentro)",drama,2004
27808,Spanglish,"comedy, drama, romance",2004
27815,"Chorus, The (Choristes, Les)",drama,2004
27816,Saints and Soldiers,"action, adventure, drama, war",2003
27820,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die)","documentary, drama",2003
27821,"Interpreter, The","drama, thriller",2005
27822,Open Water,"drama, thriller",2003
27826,Touch of Pink,"comedy, drama, romance",2004
27829,Slasher,documentary,2004
27830,"Bobby Jones, Stroke of Genius",drama,2004
27831,Layer Cake,"crime, drama, thriller",2004
27834,"Return, The (Vozvrashcheniye)",drama,2003
27837,Flight of the Phoenix,"action, adventure",2004
27838,Mean Creek,"drama, thriller",2004
27839,"Ring Two, The","drama, horror, mystery, thriller",2005
27846,"Corporation, The",documentary,2003
27850,"Yes Men, The",documentary,2003
27865,Azumi,"action, adventure, drama, thriller",2003
27866,In My Father's Den,drama,2004
27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo),"action, drama, war",2004
27873,Metallica: Some Kind of Monster,documentary,2004
27878,Born into Brothels,documentary,2004
27879,DiG!,documentary,2004
27882,Riding Giants,documentary,2004
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?),"comedy, documentary, drama",2004
27904,"Scanner Darkly, A","animation, drama, mystery, sci-fi, thriller",2006
27905,Casshern,"action, drama, fantasy, sci-fi",2004
27912,Outfoxed: Rupert Murdoch's War on Journalism,documentary,2004
30707,Million Dollar Baby,drama,2004
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu),"comedy, crime, drama, horror, mystery",2003
30749,Hotel Rwanda,"drama, war",2004
30793,Charlie and the Chocolate Factory,"adventure, children, comedy, fantasy, imax",2005
30803,3-Iron (Bin-jip),"drama, romance",2004
30810,"Life Aquatic with Steve Zissou, The","adventure, comedy, fantasy",2004
30812,"Aviator, The",drama,2004
30816,"Phantom of the Opera, The","drama, musical, romance",2004
30818,Beyond the Sea,"drama, musical",2004
30820,"Woodsman, The",drama,2004
30822,In Good Company,"comedy, drama",2004
30825,Meet the Fockers,comedy,2004
30846,"Assassination of Richard Nixon, The","crime, drama, thriller",2004
30848,"Love Song for Bobby Long, A",drama,2004
30850,"Merchant of Venice, The",drama,2004
30883,Fat Albert,"comedy, fantasy",2004
30890,"Keys to the House, The (Chiavi di casa, Le)",drama,2004
30894,White Noise,"drama, horror, mystery, sci-fi, thriller",2005
30898,"Upside of Anger, The","comedy, drama, romance",2005
30994,Little Miss Marker,"comedy, drama",1980
31000,Sweet Liberty,comedy,1986
31030,I Remember Mama,"children, drama",1948
31038,Smooth Talk,"drama, romance",1985
31083,Man Trouble,"comedy, romance",1992
31086,Battles Without Honor & Humanity (Jingi naki tatakai),"crime, drama",1973
31101,Stander,"action, crime, drama",2003
31114,Imaginary Heroes,"comedy, drama",2004
31116,Sergeant York,"drama, war",1941
31123,Ruby & Quentin (Tais-toi!),"comedy, crime",2003
31150,Wizards,"animation, fantasy, sci-fi, war",1977
31162,"Life and Death of Peter Sellers, The","comedy, drama",2004
31184,Appleseed (Appurushîdo),"action, animation, fantasy, sci-fi",2004
31193,"Many Adventures of Winnie the Pooh, The","animation, children, musical",1977
31221,Elektra,"action, adventure, crime, drama",2005
31223,Racing Stripes,"children, comedy",2005
31225,Coach Carter,drama,2005
31260,Boys Town,drama,1938
31297,Gold Diggers of 1935,"comedy, musical",1935
31309,Rocco and His Brothers (Rocco e i suoi fratelli),"crime, drama",1960
31364,Memories of Murder (Salinui chueok),"crime, drama, mystery, thriller",2003
31367,"Chase, The","action, adventure, comedy, crime, romance, thriller",1994
31410,"Downfall (Untergang, Der)","drama, war",2004
31422,Are We There Yet?,"children, comedy",2005
31424,Alone in the Dark,"action, horror, sci-fi, thriller",2005
31427,Hide and Seek,"horror, mystery, thriller",2005
31431,Boogeyman,"drama, horror, mystery, thriller",2005
31433,"Wedding Date, The","comedy, romance",2005
31435,Rory O'Shea Was Here (Inside I'm Dancing),drama,2004
31437,Nobody Knows (Dare mo shiranai),drama,2004
31445,Employee of the Month,"comedy, drama",2004
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",drama,1979
31545,"Trou, Le (Hole, The) (Night Watch, The)","crime, film-noir",1960
31553,Double Dragon,"action, adventure, sci-fi",1994
31590,Hands Off the Loot (Touchez pas au grisbi),"crime, drama, thriller",1954
31610,Purple Butterfly (Zi hudie),drama,2003
31617,El Cid,"action, adventure, drama, romance, war",1961
31658,Howl's Moving Castle (Hauru no ugoku shiro),"adventure, animation, fantasy, romance",2004
31660,Steamboy (Suchîmubôi),"action, animation, drama, sci-fi",2004
31664,Gorgeous (Boh lee chun),"action, comedy, romance",1999
31685,Hitch,"comedy, romance",2005
31692,Uncle Nino,comedy,2003
31694,Bride & Prejudice,"comedy, musical, romance",2004
31696,Constantine,"action, fantasy, horror, thriller",2005
31698,Son of the Mask,"adventure, children, comedy, fantasy",2005
31700,Because of Winn-Dixie,"children, comedy, drama",2005
31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand),"drama, war",2004
31737,Bunny Lake Is Missing,"mystery, thriller",1965
31804,Night Watch (Nochnoy dozor),"action, fantasy, horror, mystery, sci-fi, thriller",2004
31851,Sons of the Desert,comedy,1933
31878,Kung Fu Hustle (Gong fu),"action, comedy",2004
31903,Zelary,"drama, romance",2003
31909,Dr. Giggles,"comedy, horror",1992
31921,"Seven-Per-Cent Solution, The","adventure, comedy, crime, drama, mystery, thriller",1976
